Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,1,102.3,difficulty walking,sores on gums,loss of appetite,foot and mouth
buffalo,3,103.5,swelling in limb,depression,lameness,blackleg
buffalo,2,104.1,difficulty walking,depression,crackling sound,blackleg
buffalo,13,101.7,depression,loss of appetite,painless lumps,lumpy virus
buffalo,11,104.0,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,101.7,shortness of breath,chest discomfort,chills,anthrax
buffalo,14,104.4,shortness of breath,sweats,swelling in abdomen,anthrax
buffalo,15,100.9,difficulty walking,loss of appetite,depression,blackleg
buffalo,4,102.6,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,1,103.2,swelling in neck,sweats,chills,anthrax
buffalo,15,102.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,9,101.8,fatigue,chest discomfort,shortness of breath,anthrax
buffalo,11,103.8,difficulty walking,crackling sound,loss of appetite,blackleg
buffalo,10,100.7,chills,sweats,fatigue,anthrax
buffalo,11,101.8,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,3,100.4,fatigue,swelling in extremities,sweats,anthrax
buffalo,9,102.0,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,4,101.9,painless lumps,depression,loss of appetite,pneumonia
buffalo,11,102.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,6,103.3,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
buffalo,6,105.0,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
buffalo,9,102.2,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,3,100.9,difficulty walking,crackling sound,swelling in muscle,blackleg
buffalo,6,101.5,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,104.2,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,100.0,depression,loss of appetite,crackling sound,blackleg
buffalo,10,103.3,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,2,103.7,shortness of breath,sweats,fatigue,anthrax
buffalo,11,101.0,crackling sound,loss of appetite,depression,blackleg
buffalo,5,101.6,fatigue,swelling in abdomen,chest discomfort,anthrax
buffalo,5,101.9,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,8,100.6,painless lumps,loss of appetite,depression,pneumonia
buffalo,9,102.8,depression,painless lumps,loss of appetite,pneumonia
buffalo,10,101.7,loss of appetite,difficulty walking,sores on tongue,foot and mouth
buffalo,9,100.0,lameness,swelling in limb,loss of appetite,blackleg
buffalo,8,104.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,15,102.8,swelling in extremities,chest discomfort,fatigue,anthrax
buffalo,3,100.5,sores on hooves,loss of appetite,lameness,foot and mouth
buffalo,6,104.0,shortness of breath,chills,chest discomfort,anthrax
buffalo,9,101.3,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
buffalo,9,103.5,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,4,102.0,fatigue,chest discomfort,shortness of breath,anthrax
buffalo,14,100.3,crackling sound,swelling in limb,depression,blackleg
buffalo,1,103.8,sweats,fatigue,chest discomfort,anthrax
buffalo,6,104.2,depression,swelling in limb,difficulty walking,blackleg
buffalo,12,103.6,fatigue,shortness of breath,chills,anthrax
buffalo,11,102.3,swelling in limb,depression,loss of appetite,blackleg
buffalo,15,104.4,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,2,103.1,crackling sound,swelling in muscle,depression,blackleg
buffalo,1,103.1,swelling in limb,lameness,depression,blackleg
buffalo,7,103.2,painless lumps,depression,loss of appetite,pneumonia
buffalo,13,104.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,5,101.7,swelling in abdomen,fatigue,sweats,anthrax
buffalo,1,100.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,10,102.6,swelling in limb,crackling sound,lameness,blackleg
buffalo,7,100.5,depression,loss of appetite,painless lumps,lumpy virus
buffalo,1,103.0,chest discomfort,chills,shortness of breath,anthrax
buffalo,5,102.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,12,104.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,2,102.2,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,2,101.9,swelling in neck,shortness of breath,chills,anthrax
buffalo,6,102.9,loss of appetite,lameness,sores on tongue,foot and mouth
buffalo,9,101.9,painless lumps,loss of appetite,depression,pneumonia
buffalo,12,102.4,fatigue,sweats,swelling in extremities,anthrax
buffalo,6,101.4,sores on mouth,lameness,loss of appetite,foot and mouth
buffalo,4,100.2,swelling in neck,shortness of breath,chills,anthrax
buffalo,13,100.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,11,102.9,lameness,blisters on mouth,loss of appetite,foot and mouth
buffalo,12,102.5,painless lumps,depression,loss of appetite,pneumonia
buffalo,9,100.9,lameness,loss of appetite,sores on tongue,foot and mouth
buffalo,13,102.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,11,104.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,1,104.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,6,101.6,depression,painless lumps,loss of appetite,pneumonia
buffalo,10,101.7,loss of appetite,depression,painless lumps,pneumonia
buffalo,3,100.4,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,5,102.9,depression,painless lumps,loss of appetite,pneumonia
buffalo,3,102.1,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,15,102.2,shortness of breath,sweats,chills,anthrax
buffalo,12,100.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,102.5,depression,lameness,swelling in muscle,blackleg
buffalo,10,101.3,swelling in limb,loss of appetite,lameness,blackleg
buffalo,12,104.8,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
buffalo,11,102.5,chest discomfort,fatigue,swelling in extremities,anthrax
buffalo,10,101.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,100.6,swelling in limb,crackling sound,depression,blackleg
buffalo,11,102.6,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,15,100.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,7,103.9,shortness of breath,chills,chest discomfort,anthrax
buffalo,15,103.3,crackling sound,loss of appetite,depression,blackleg
buffalo,12,103.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,9,100.4,loss of appetite,painless lumps,depression,lumpy virus
buffalo,2,100.6,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,3,103.8,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,103.6,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,11,100.6,sweats,fatigue,swelling in abdomen,anthrax
buffalo,4,100.0,lameness,sores on mouth,loss of appetite,foot and mouth
buffalo,11,102.0,fatigue,chest discomfort,swelling in abdomen,anthrax
buffalo,9,100.5,loss of appetite,depression,painless lumps,pneumonia
buffalo,12,102.9,loss of appetite,painless lumps,depression,lumpy virus
buffalo,3,101.6,swelling in muscle,difficulty walking,depression,blackleg
buffalo,6,104.8,swelling in limb,crackling sound,lameness,blackleg
buffalo,7,102.5,loss of appetite,sores on gums,difficulty walking,foot and mouth
buffalo,5,100.6,depression,painless lumps,loss of appetite,pneumonia
buffalo,5,100.4,depression,swelling in muscle,loss of appetite,blackleg
buffalo,3,104.3,loss of appetite,depression,painless lumps,pneumonia
buffalo,3,103.9,sweats,shortness of breath,chest discomfort,anthrax
buffalo,10,102.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,100.8,sores on gums,difficulty walking,loss of appetite,foot and mouth
buffalo,13,101.6,difficulty walking,loss of appetite,blisters on gums,foot and mouth
buffalo,5,103.8,sweats,shortness of breath,fatigue,anthrax
buffalo,3,103.3,painless lumps,loss of appetite,depression,pneumonia
buffalo,3,104.2,painless lumps,depression,loss of appetite,lumpy virus
buffalo,8,100.8,depression,painless lumps,loss of appetite,pneumonia
buffalo,2,101.7,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,15,104.2,chest discomfort,shortness of breath,swelling in extremities,anthrax
buffalo,3,101.1,painless lumps,depression,loss of appetite,lumpy virus
buffalo,11,104.5,lameness,sores on gums,loss of appetite,foot and mouth
buffalo,14,104.1,shortness of breath,swelling in neck,chills,anthrax
buffalo,3,101.0,swelling in muscle,depression,crackling sound,blackleg
buffalo,2,101.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,2,103.0,sweats,chest discomfort,swelling in neck,anthrax
buffalo,1,101.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,14,100.3,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
buffalo,6,102.9,loss of appetite,depression,lameness,blackleg
buffalo,8,100.6,depression,loss of appetite,painless lumps,lumpy virus
buffalo,12,101.2,loss of appetite,lameness,sores on tongue,foot and mouth
buffalo,12,102.8,swelling in abdomen,chest discomfort,chills,anthrax
buffalo,9,103.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,3,102.0,sores on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,2,100.1,lameness,blisters on mouth,loss of appetite,foot and mouth
buffalo,5,103.9,fatigue,swelling in abdomen,sweats,anthrax
buffalo,7,103.6,loss of appetite,sores on hooves,difficulty walking,foot and mouth
buffalo,3,102.2,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,13,101.9,loss of appetite,depression,swelling in limb,blackleg
buffalo,14,103.8,sores on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,8,103.2,sweats,fatigue,chills,anthrax
buffalo,8,105.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,8,101.5,lameness,loss of appetite,blisters on hooves,foot and mouth
buffalo,15,100.1,loss of appetite,blisters on tongue,lameness,foot and mouth
buffalo,11,102.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,10,103.8,crackling sound,depression,difficulty walking,blackleg
buffalo,2,103.0,difficulty walking,depression,swelling in limb,blackleg
buffalo,14,102.0,swelling in limb,difficulty walking,loss of appetite,blackleg
buffalo,1,105.0,depression,loss of appetite,painless lumps,pneumonia
buffalo,4,100.4,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,2,102.6,painless lumps,depression,loss of appetite,pneumonia
buffalo,9,101.7,shortness of breath,swelling in neck,chills,anthrax
buffalo,10,104.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,104.9,loss of appetite,difficulty walking,sores on mouth,foot and mouth
buffalo,5,101.1,loss of appetite,depression,painless lumps,pneumonia
buffalo,1,100.3,lameness,loss of appetite,sores on gums,foot and mouth
buffalo,1,101.1,loss of appetite,painless lumps,depression,pneumonia
buffalo,9,104.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,8,100.8,difficulty walking,swelling in limb,crackling sound,blackleg
buffalo,11,100.4,fatigue,sweats,swelling in neck,anthrax
buffalo,10,101.3,loss of appetite,depression,painless lumps,pneumonia
buffalo,15,101.9,loss of appetite,painless lumps,depression,lumpy virus
buffalo,8,102.4,depression,loss of appetite,painless lumps,lumpy virus
buffalo,4,101.6,blisters on mouth,loss of appetite,lameness,foot and mouth
buffalo,3,100.0,loss of appetite,lameness,depression,blackleg
buffalo,10,100.7,loss of appetite,swelling in muscle,difficulty walking,blackleg
buffalo,14,102.2,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,13,102.9,loss of appetite,sores on mouth,lameness,foot and mouth
buffalo,2,101.0,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,10,101.0,loss of appetite,depression,painless lumps,lumpy virus
buffalo,8,102.8,chest discomfort,shortness of breath,sweats,anthrax
buffalo,6,104.2,loss of appetite,painless lumps,depression,pneumonia
buffalo,5,101.9,chest discomfort,swelling in extremities,fatigue,anthrax
buffalo,2,103.5,crackling sound,depression,loss of appetite,blackleg
buffalo,5,100.4,sweats,chills,shortness of breath,anthrax
buffalo,13,102.4,loss of appetite,difficulty walking,crackling sound,blackleg
buffalo,2,100.7,depression,loss of appetite,painless lumps,pneumonia
buffalo,6,102.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,9,102.3,chills,chest discomfort,swelling in abdomen,anthrax
buffalo,15,102.9,lameness,swelling in limb,crackling sound,blackleg
buffalo,11,100.5,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,4,100.2,fatigue,sweats,shortness of breath,anthrax
buffalo,6,102.8,difficulty walking,depression,swelling in limb,blackleg
buffalo,3,104.5,loss of appetite,lameness,sores on hooves,foot and mouth
buffalo,3,104.1,crackling sound,depression,lameness,blackleg
buffalo,3,103.8,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,2,104.9,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,7,104.6,sores on hooves,difficulty walking,loss of appetite,foot and mouth
buffalo,2,103.3,difficulty walking,sores on hooves,loss of appetite,foot and mouth
buffalo,3,102.1,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,100.4,crackling sound,lameness,depression,blackleg
buffalo,15,100.9,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,15,102.9,fatigue,chest discomfort,swelling in neck,anthrax
buffalo,14,104.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,13,100.7,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,102.1,depression,loss of appetite,lameness,blackleg
buffalo,5,101.7,loss of appetite,painless lumps,depression,lumpy virus
buffalo,4,103.3,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,4,100.8,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,3,103.6,loss of appetite,lameness,blisters on mouth,foot and mouth
buffalo,6,104.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,13,101.6,painless lumps,depression,loss of appetite,lumpy virus
buffalo,10,101.5,chills,swelling in abdomen,chest discomfort,anthrax
buffalo,14,102.2,loss of appetite,crackling sound,difficulty walking,blackleg
buffalo,12,101.2,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,101.4,depression,painless lumps,loss of appetite,lumpy virus
buffalo,6,102.1,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,7,102.4,painless lumps,loss of appetite,depression,pneumonia
buffalo,7,103.8,chest discomfort,fatigue,chills,anthrax
buffalo,4,102.5,chest discomfort,sweats,fatigue,anthrax
buffalo,12,103.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,14,102.2,crackling sound,depression,loss of appetite,blackleg
buffalo,3,101.7,loss of appetite,blisters on gums,lameness,foot and mouth
buffalo,13,104.8,sweats,fatigue,swelling in abdomen,anthrax
buffalo,6,102.0,painless lumps,depression,loss of appetite,pneumonia
buffalo,15,103.3,painless lumps,loss of appetite,depression,pneumonia
buffalo,3,101.5,loss of appetite,painless lumps,depression,pneumonia
buffalo,10,101.5,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,6,103.5,painless lumps,loss of appetite,depression,lumpy virus
buffalo,6,101.8,depression,difficulty walking,loss of appetite,blackleg
buffalo,6,104.9,depression,swelling in limb,difficulty walking,blackleg
buffalo,9,100.8,sores on gums,loss of appetite,lameness,foot and mouth
buffalo,11,100.5,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,104.0,depression,painless lumps,loss of appetite,pneumonia
buffalo,8,101.4,loss of appetite,difficulty walking,sores on gums,foot and mouth
buffalo,4,103.3,fatigue,swelling in neck,chills,anthrax
buffalo,4,103.3,depression,painless lumps,loss of appetite,pneumonia
buffalo,10,102.3,loss of appetite,painless lumps,depression,lumpy virus
buffalo,6,101.6,crackling sound,loss of appetite,swelling in limb,blackleg
buffalo,3,101.4,painless lumps,loss of appetite,depression,lumpy virus
buffalo,12,100.8,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,102.3,depression,painless lumps,loss of appetite,lumpy virus
buffalo,10,103.0,chills,shortness of breath,swelling in extremities,anthrax
buffalo,12,102.5,depression,painless lumps,loss of appetite,lumpy virus
buffalo,15,100.2,sores on mouth,loss of appetite,lameness,foot and mouth
buffalo,2,102.3,chest discomfort,fatigue,sweats,anthrax
buffalo,11,100.7,painless lumps,loss of appetite,depression,pneumonia
buffalo,14,102.8,painless lumps,depression,loss of appetite,pneumonia
buffalo,13,104.6,depression,difficulty walking,swelling in muscle,blackleg
buffalo,10,102.3,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,4,101.7,sores on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,10,101.4,swelling in neck,shortness of breath,chills,anthrax
buffalo,8,103.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,3,104.3,lameness,sores on hooves,loss of appetite,foot and mouth
buffalo,3,101.1,depression,crackling sound,loss of appetite,blackleg
buffalo,8,103.3,fatigue,sweats,chills,anthrax
buffalo,4,101.3,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,103.8,fatigue,swelling in extremities,chills,anthrax
buffalo,10,100.7,chills,shortness of breath,swelling in neck,anthrax
buffalo,10,100.8,chest discomfort,swelling in extremities,sweats,anthrax
buffalo,3,101.2,fatigue,swelling in abdomen,shortness of breath,anthrax
buffalo,9,104.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,15,100.5,loss of appetite,depression,painless lumps,pneumonia
buffalo,14,104.4,fatigue,chills,swelling in neck,anthrax
buffalo,6,102.7,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,13,100.9,depression,loss of appetite,painless lumps,lumpy virus
buffalo,13,101.1,depression,painless lumps,loss of appetite,lumpy virus
buffalo,11,100.2,swelling in limb,lameness,depression,blackleg
buffalo,2,101.3,depression,painless lumps,loss of appetite,pneumonia
buffalo,7,101.0,difficulty walking,sores on mouth,loss of appetite,foot and mouth
buffalo,5,102.1,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,3,102.5,loss of appetite,difficulty walking,blisters on gums,foot and mouth
buffalo,12,104.1,swelling in muscle,crackling sound,depression,blackleg
buffalo,14,101.8,shortness of breath,sweats,chest discomfort,anthrax
buffalo,4,101.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,100.5,crackling sound,swelling in limb,loss of appetite,blackleg
buffalo,2,103.6,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,13,104.6,loss of appetite,sores on mouth,lameness,foot and mouth
buffalo,6,102.0,crackling sound,depression,loss of appetite,blackleg
buffalo,9,104.9,crackling sound,loss of appetite,lameness,blackleg
buffalo,10,103.9,painless lumps,loss of appetite,depression,lumpy virus
buffalo,15,101.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,103.0,depression,crackling sound,swelling in limb,blackleg
buffalo,1,101.0,fatigue,shortness of breath,chest discomfort,anthrax
buffalo,7,102.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,6,101.3,chills,sweats,fatigue,anthrax
buffalo,7,102.7,fatigue,sweats,chest discomfort,anthrax
buffalo,15,102.0,crackling sound,difficulty walking,swelling in limb,blackleg
buffalo,2,101.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,12,100.2,loss of appetite,depression,painless lumps,pneumonia
buffalo,13,102.9,blisters on gums,lameness,loss of appetite,foot and mouth
buffalo,13,100.8,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,12,103.4,swelling in limb,loss of appetite,crackling sound,blackleg
buffalo,3,101.0,loss of appetite,blisters on gums,difficulty walking,foot and mouth
buffalo,1,102.4,loss of appetite,depression,swelling in limb,blackleg
buffalo,10,100.2,crackling sound,depression,loss of appetite,blackleg
buffalo,14,100.5,crackling sound,swelling in limb,depression,blackleg
buffalo,4,101.5,swelling in muscle,depression,loss of appetite,blackleg
buffalo,2,100.4,loss of appetite,depression,painless lumps,pneumonia
buffalo,3,103.9,sweats,swelling in extremities,fatigue,anthrax
buffalo,11,101.1,painless lumps,depression,loss of appetite,pneumonia
buffalo,5,101.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,7,102.5,painless lumps,loss of appetite,depression,pneumonia
buffalo,5,102.2,swelling in muscle,depression,crackling sound,blackleg
buffalo,13,103.9,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
buffalo,4,104.7,swelling in limb,depression,difficulty walking,blackleg
buffalo,1,103.8,swelling in abdomen,fatigue,shortness of breath,anthrax
buffalo,2,104.4,lameness,blisters on mouth,loss of appetite,foot and mouth
buffalo,1,103.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,7,100.0,crackling sound,lameness,loss of appetite,blackleg
buffalo,12,104.7,depression,loss of appetite,painless lumps,lumpy virus
buffalo,2,104.7,depression,loss of appetite,painless lumps,pneumonia
buffalo,1,100.0,painless lumps,loss of appetite,depression,lumpy virus
buffalo,12,102.3,depression,loss of appetite,painless lumps,pneumonia
buffalo,8,101.3,painless lumps,depression,loss of appetite,lumpy virus
buffalo,1,100.1,painless lumps,depression,loss of appetite,pneumonia
buffalo,13,104.0,loss of appetite,painless lumps,depression,lumpy virus
buffalo,7,103.5,chills,chest discomfort,fatigue,anthrax
buffalo,9,101.1,difficulty walking,loss of appetite,crackling sound,blackleg
buffalo,7,102.5,depression,crackling sound,loss of appetite,blackleg
buffalo,5,101.6,chest discomfort,chills,fatigue,anthrax
buffalo,6,103.1,depression,lameness,crackling sound,blackleg
buffalo,7,104.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,14,100.4,loss of appetite,sores on hooves,difficulty walking,foot and mouth
buffalo,14,102.4,depression,painless lumps,loss of appetite,pneumonia
buffalo,14,102.2,sweats,fatigue,shortness of breath,anthrax
buffalo,1,100.8,swelling in muscle,loss of appetite,crackling sound,blackleg
buffalo,5,102.7,loss of appetite,painless lumps,depression,pneumonia
buffalo,13,101.8,loss of appetite,depression,swelling in limb,blackleg
buffalo,10,102.3,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,7,103.7,loss of appetite,difficulty walking,sores on hooves,foot and mouth
buffalo,14,100.6,painless lumps,loss of appetite,depression,pneumonia
buffalo,14,102.4,lameness,loss of appetite,depression,blackleg
buffalo,15,101.1,lameness,swelling in limb,crackling sound,blackleg
buffalo,6,100.9,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,2,102.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,8,103.5,swelling in extremities,shortness of breath,sweats,anthrax
buffalo,2,100.9,difficulty walking,depression,swelling in muscle,blackleg
buffalo,2,100.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,6,102.2,depression,painless lumps,loss of appetite,lumpy virus
buffalo,2,103.6,shortness of breath,chest discomfort,chills,anthrax
buffalo,12,101.3,painless lumps,loss of appetite,depression,lumpy virus
buffalo,11,102.6,depression,loss of appetite,painless lumps,pneumonia
buffalo,7,104.4,lameness,sores on hooves,loss of appetite,foot and mouth
buffalo,2,100.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,8,104.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,12,100.4,sweats,chills,chest discomfort,anthrax
buffalo,6,102.3,chills,sweats,swelling in extremities,anthrax
buffalo,5,102.7,loss of appetite,depression,painless lumps,pneumonia
buffalo,9,101.6,loss of appetite,depression,painless lumps,pneumonia
buffalo,5,101.9,painless lumps,depression,loss of appetite,pneumonia
buffalo,12,102.8,loss of appetite,depression,difficulty walking,blackleg
buffalo,1,100.6,depression,painless lumps,loss of appetite,pneumonia
buffalo,14,102.5,depression,crackling sound,difficulty walking,blackleg
buffalo,6,103.0,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
buffalo,2,101.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,7,104.1,depression,loss of appetite,painless lumps,pneumonia
buffalo,3,101.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,13,102.4,painless lumps,loss of appetite,depression,lumpy virus
buffalo,13,102.3,chills,fatigue,shortness of breath,anthrax
buffalo,11,104.2,depression,loss of appetite,painless lumps,pneumonia
buffalo,7,104.4,depression,loss of appetite,swelling in muscle,blackleg
buffalo,4,103.8,painless lumps,loss of appetite,depression,pneumonia
buffalo,1,102.7,swelling in muscle,depression,crackling sound,blackleg
buffalo,14,104.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,102.5,loss of appetite,painless lumps,depression,lumpy virus
buffalo,9,101.8,sweats,shortness of breath,chest discomfort,anthrax
buffalo,2,104.2,chills,swelling in extremities,shortness of breath,anthrax
buffalo,15,102.1,shortness of breath,swelling in extremities,sweats,anthrax
buffalo,9,102.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,3,104.8,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,15,102.1,fatigue,swelling in neck,shortness of breath,anthrax
buffalo,13,102.8,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,4,104.8,chest discomfort,sweats,swelling in neck,anthrax
buffalo,15,103.0,loss of appetite,lameness,sores on hooves,foot and mouth
buffalo,14,100.3,depression,loss of appetite,painless lumps,pneumonia
buffalo,15,101.1,painless lumps,loss of appetite,depression,pneumonia
buffalo,15,102.4,shortness of breath,sweats,swelling in abdomen,anthrax
buffalo,8,101.0,painless lumps,loss of appetite,depression,pneumonia
buffalo,7,102.8,fatigue,chest discomfort,shortness of breath,anthrax
buffalo,2,104.3,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
buffalo,5,100.6,depression,painless lumps,loss of appetite,lumpy virus
buffalo,1,104.1,sweats,swelling in neck,fatigue,anthrax
buffalo,6,101.9,loss of appetite,depression,painless lumps,pneumonia
buffalo,13,103.1,chills,swelling in abdomen,chest discomfort,anthrax
buffalo,6,104.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,100.5,loss of appetite,depression,lameness,blackleg
buffalo,10,101.6,depression,crackling sound,loss of appetite,blackleg
buffalo,15,104.4,crackling sound,lameness,swelling in limb,blackleg
buffalo,11,100.7,blisters on hooves,lameness,loss of appetite,foot and mouth
buffalo,2,103.3,chills,swelling in neck,shortness of breath,anthrax
buffalo,2,102.4,chest discomfort,fatigue,shortness of breath,anthrax
buffalo,5,103.3,loss of appetite,depression,painless lumps,lumpy virus
buffalo,11,102.9,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,9,100.4,crackling sound,loss of appetite,difficulty walking,blackleg
buffalo,10,103.1,loss of appetite,depression,painless lumps,lumpy virus
buffalo,10,101.8,depression,loss of appetite,painless lumps,pneumonia
buffalo,12,100.7,swelling in limb,depression,difficulty walking,blackleg
buffalo,3,104.6,sweats,chills,fatigue,anthrax
buffalo,5,100.8,sweats,chest discomfort,chills,anthrax
buffalo,13,101.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
buffalo,13,102.3,shortness of breath,chest discomfort,fatigue,anthrax
buffalo,14,101.9,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,14,102.3,loss of appetite,depression,crackling sound,blackleg
buffalo,9,100.3,loss of appetite,depression,painless lumps,lumpy virus
buffalo,9,100.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,5,104.1,swelling in neck,chills,fatigue,anthrax
buffalo,12,101.7,chest discomfort,fatigue,chills,anthrax
buffalo,13,100.7,loss of appetite,depression,painless lumps,pneumonia
buffalo,8,102.5,swelling in muscle,loss of appetite,depression,blackleg
buffalo,12,101.1,loss of appetite,depression,painless lumps,pneumonia
buffalo,8,104.9,lameness,crackling sound,swelling in muscle,blackleg
buffalo,8,103.9,loss of appetite,sores on mouth,difficulty walking,foot and mouth
buffalo,7,104.4,lameness,loss of appetite,blisters on hooves,foot and mouth
buffalo,6,100.1,loss of appetite,sores on tongue,lameness,foot and mouth
buffalo,1,103.0,depression,painless lumps,loss of appetite,pneumonia
buffalo,8,104.7,difficulty walking,sores on mouth,loss of appetite,foot and mouth
buffalo,1,103.4,sweats,chest discomfort,chills,anthrax
buffalo,8,102.2,chest discomfort,chills,shortness of breath,anthrax
buffalo,11,102.4,painless lumps,depression,loss of appetite,pneumonia
buffalo,8,100.8,lameness,depression,crackling sound,blackleg
