Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
goat,5,101.0,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
goat,1,102.7,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,10,101.5,swelling in limb,loss of appetite,difficulty walking,blackleg
goat,2,101.8,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.3,chills,chest discomfort,fatigue,anthrax
goat,3,102.3,depression,lameness,crackling sound,blackleg
goat,8,100.4,loss of appetite,painless lumps,depression,lumpy virus
goat,8,100.8,depression,painless lumps,loss of appetite,lumpy virus
goat,6,103.2,fatigue,sweats,chills,anthrax
goat,9,101.8,chills,chest discomfort,fatigue,anthrax
goat,2,102.1,loss of appetite,depression,painless lumps,pneumonia
goat,2,104.9,fatigue,sweats,shortness of breath,anthrax
goat,10,101.6,crackling sound,loss of appetite,difficulty walking,blackleg
goat,8,102.1,depression,painless lumps,loss of appetite,pneumonia
goat,10,101.7,loss of appetite,blisters on tongue,lameness,foot and mouth
goat,5,103.2,chest discomfort,chills,swelling in neck,anthrax
goat,2,100.8,depression,painless lumps,loss of appetite,pneumonia
goat,3,101.1,depression,loss of appetite,painless lumps,lumpy virus
goat,1,103.5,depression,loss of appetite,painless lumps,pneumonia
goat,8,100.5,loss of appetite,swelling in limb,difficulty walking,blackleg
goat,6,102.7,fatigue,chest discomfort,shortness of breath,anthrax
goat,4,102.5,depression,lameness,swelling in muscle,blackleg
goat,1,103.0,crackling sound,depression,loss of appetite,blackleg
goat,3,100.4,sores on gums,loss of appetite,lameness,foot and mouth
goat,6,100.4,lameness,sores on gums,loss of appetite,foot and mouth
goat,2,101.3,depression,painless lumps,loss of appetite,pneumonia
goat,6,103.5,painless lumps,depression,loss of appetite,lumpy virus
goat,9,104.3,painless lumps,depression,loss of appetite,pneumonia
goat,4,103.1,lameness,sores on mouth,loss of appetite,foot and mouth
goat,5,105.0,depression,painless lumps,loss of appetite,lumpy virus
goat,4,103.6,sores on mouth,lameness,loss of appetite,foot and mouth
goat,6,102.4,painless lumps,loss of appetite,depression,pneumonia
goat,3,102.3,loss of appetite,lameness,swelling in muscle,blackleg
goat,6,101.7,loss of appetite,depression,painless lumps,pneumonia
goat,5,102.7,sweats,fatigue,swelling in abdomen,anthrax
goat,3,102.3,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,7,101.6,loss of appetite,painless lumps,depression,pneumonia
goat,10,101.8,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,7,101.6,crackling sound,loss of appetite,swelling in limb,blackleg
goat,9,102.0,loss of appetite,depression,difficulty walking,blackleg
goat,9,103.5,difficulty walking,depression,crackling sound,blackleg
goat,5,101.2,depression,painless lumps,loss of appetite,pneumonia
goat,5,100.6,depression,swelling in limb,difficulty walking,blackleg
goat,5,102.6,swelling in limb,loss of appetite,crackling sound,blackleg
goat,2,101.8,loss of appetite,painless lumps,depression,lumpy virus
goat,7,101.1,crackling sound,swelling in muscle,difficulty walking,blackleg
goat,5,101.1,painless lumps,loss of appetite,depression,pneumonia
goat,2,101.0,fatigue,chills,chest discomfort,anthrax
goat,9,104.4,loss of appetite,depression,crackling sound,blackleg
goat,4,100.7,painless lumps,loss of appetite,depression,pneumonia
goat,1,102.0,painless lumps,depression,loss of appetite,pneumonia
goat,4,100.7,fatigue,swelling in extremities,shortness of breath,anthrax
goat,6,100.6,depression,loss of appetite,painless lumps,lumpy virus
goat,7,104.6,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,3,103.0,lameness,sores on hooves,loss of appetite,foot and mouth
goat,5,102.1,loss of appetite,painless lumps,depression,lumpy virus
goat,3,100.4,fatigue,chest discomfort,sweats,anthrax
goat,6,104.2,swelling in abdomen,shortness of breath,sweats,anthrax
goat,4,101.0,chest discomfort,sweats,fatigue,anthrax
goat,2,104.1,swelling in neck,chest discomfort,chills,anthrax
goat,7,104.6,loss of appetite,swelling in limb,depression,blackleg
goat,5,101.2,loss of appetite,sores on mouth,difficulty walking,foot and mouth
goat,8,101.7,painless lumps,loss of appetite,depression,pneumonia
goat,8,101.8,depression,loss of appetite,painless lumps,pneumonia
goat,2,102.3,lameness,blisters on tongue,loss of appetite,foot and mouth
goat,3,100.4,crackling sound,loss of appetite,difficulty walking,blackleg
goat,1,100.7,depression,loss of appetite,painless lumps,lumpy virus
goat,8,104.2,depression,loss of appetite,painless lumps,pneumonia
goat,4,103.5,crackling sound,swelling in muscle,difficulty walking,blackleg
goat,4,104.5,loss of appetite,crackling sound,lameness,blackleg
goat,5,103.1,depression,painless lumps,loss of appetite,lumpy virus
goat,8,103.0,chills,chest discomfort,sweats,anthrax
goat,1,100.7,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,4,100.9,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,5,103.2,fatigue,chills,chest discomfort,anthrax
goat,3,102.1,chills,shortness of breath,swelling in extremities,anthrax
goat,10,102.6,swelling in limb,crackling sound,depression,blackleg
goat,1,100.7,difficulty walking,sores on mouth,loss of appetite,foot and mouth
goat,10,100.4,painless lumps,loss of appetite,depression,lumpy virus
goat,5,101.4,chills,shortness of breath,chest discomfort,anthrax
goat,8,102.5,painless lumps,loss of appetite,depression,lumpy virus
goat,9,102.6,lameness,loss of appetite,crackling sound,blackleg
goat,8,102.0,painless lumps,loss of appetite,depression,lumpy virus
goat,7,101.4,sweats,shortness of breath,chills,anthrax
goat,10,101.0,crackling sound,depression,swelling in muscle,blackleg
goat,1,101.2,sweats,fatigue,chills,anthrax
goat,5,105.0,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,5,104.4,crackling sound,depression,swelling in muscle,blackleg
goat,9,100.4,swelling in neck,shortness of breath,chills,anthrax
goat,7,102.8,depression,loss of appetite,painless lumps,lumpy virus
goat,2,103.9,loss of appetite,depression,painless lumps,pneumonia
goat,5,102.5,depression,loss of appetite,painless lumps,pneumonia
goat,9,104.1,painless lumps,loss of appetite,depression,pneumonia
goat,2,101.8,depression,painless lumps,loss of appetite,pneumonia
goat,8,104.0,loss of appetite,swelling in limb,lameness,blackleg
goat,10,101.2,chest discomfort,swelling in abdomen,chills,anthrax
goat,7,104.1,painless lumps,depression,loss of appetite,pneumonia
goat,7,101.5,loss of appetite,painless lumps,depression,lumpy virus
goat,9,104.7,fatigue,swelling in abdomen,shortness of breath,anthrax
goat,5,102.1,depression,painless lumps,loss of appetite,pneumonia
goat,10,101.5,depression,loss of appetite,painless lumps,lumpy virus
goat,5,100.8,painless lumps,depression,loss of appetite,pneumonia
goat,5,102.4,swelling in muscle,crackling sound,loss of appetite,blackleg
goat,1,103.7,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,2,102.7,depression,loss of appetite,painless lumps,pneumonia
goat,4,104.4,fatigue,chest discomfort,swelling in neck,anthrax
goat,3,101.8,loss of appetite,depression,swelling in muscle,blackleg
goat,7,104.0,sweats,fatigue,chest discomfort,anthrax
goat,2,101.6,loss of appetite,depression,painless lumps,lumpy virus
goat,10,103.4,loss of appetite,sores on tongue,lameness,foot and mouth
goat,6,101.1,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,8,102.5,sweats,shortness of breath,fatigue,anthrax
goat,2,101.9,swelling in neck,shortness of breath,fatigue,anthrax
goat,7,101.8,shortness of breath,swelling in abdomen,chest discomfort,anthrax
goat,7,102.5,blisters on hooves,loss of appetite,difficulty walking,foot and mouth
goat,3,102.9,lameness,blisters on hooves,loss of appetite,foot and mouth
goat,6,101.7,loss of appetite,painless lumps,depression,lumpy virus
goat,6,101.4,loss of appetite,depression,swelling in limb,blackleg
goat,1,103.1,loss of appetite,painless lumps,depression,lumpy virus
goat,9,100.4,depression,loss of appetite,painless lumps,lumpy virus
goat,7,102.7,depression,painless lumps,loss of appetite,lumpy virus
goat,8,100.7,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.7,loss of appetite,crackling sound,lameness,blackleg
goat,6,100.9,chest discomfort,sweats,shortness of breath,anthrax
goat,6,101.5,loss of appetite,painless lumps,depression,lumpy virus
goat,10,101.6,depression,loss of appetite,painless lumps,lumpy virus
goat,9,101.4,depression,loss of appetite,painless lumps,pneumonia
goat,9,104.2,swelling in neck,shortness of breath,sweats,anthrax
goat,5,102.2,painless lumps,depression,loss of appetite,pneumonia
goat,6,103.0,loss of appetite,depression,painless lumps,lumpy virus
goat,9,100.3,swelling in muscle,crackling sound,depression,blackleg
goat,6,100.4,depression,painless lumps,loss of appetite,pneumonia
goat,2,101.2,painless lumps,depression,loss of appetite,lumpy virus
goat,1,102.2,chills,chest discomfort,shortness of breath,anthrax
goat,9,102.7,depression,loss of appetite,swelling in muscle,blackleg
goat,4,102.5,loss of appetite,depression,painless lumps,lumpy virus
goat,6,104.0,loss of appetite,depression,painless lumps,lumpy virus
goat,7,104.3,fatigue,shortness of breath,sweats,anthrax
goat,3,103.9,depression,loss of appetite,painless lumps,lumpy virus
goat,9,101.7,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,1,102.3,depression,loss of appetite,painless lumps,lumpy virus
goat,10,102.0,loss of appetite,painless lumps,depression,lumpy virus
goat,3,100.3,painless lumps,loss of appetite,depression,pneumonia
goat,9,103.9,painless lumps,depression,loss of appetite,lumpy virus
goat,8,100.4,shortness of breath,swelling in extremities,fatigue,anthrax
goat,9,104.6,depression,loss of appetite,painless lumps,pneumonia
goat,5,102.8,shortness of breath,chills,fatigue,anthrax
goat,3,102.2,sweats,chills,fatigue,anthrax
goat,8,101.5,swelling in abdomen,shortness of breath,fatigue,anthrax
goat,2,100.9,painless lumps,loss of appetite,depression,lumpy virus
goat,2,101.0,chest discomfort,shortness of breath,swelling in extremities,anthrax
goat,4,103.0,depression,crackling sound,loss of appetite,blackleg
goat,8,103.3,loss of appetite,painless lumps,depression,lumpy virus
goat,8,101.2,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,6,102.1,depression,painless lumps,loss of appetite,lumpy virus
goat,10,104.4,loss of appetite,painless lumps,depression,lumpy virus
goat,1,103.3,depression,painless lumps,loss of appetite,pneumonia
goat,7,101.8,depression,loss of appetite,painless lumps,pneumonia
goat,4,103.5,lameness,sores on mouth,loss of appetite,foot and mouth
goat,6,100.8,loss of appetite,depression,painless lumps,pneumonia
goat,1,100.7,lameness,loss of appetite,sores on tongue,foot and mouth
goat,9,102.3,painless lumps,loss of appetite,depression,pneumonia
goat,8,103.7,loss of appetite,lameness,blisters on hooves,foot and mouth
goat,9,100.4,chest discomfort,fatigue,chills,anthrax
goat,6,101.3,depression,difficulty walking,loss of appetite,blackleg
goat,8,103.2,painless lumps,loss of appetite,depression,pneumonia
goat,8,100.3,depression,painless lumps,loss of appetite,lumpy virus
goat,1,104.8,difficulty walking,loss of appetite,swelling in limb,blackleg
goat,4,102.9,lameness,loss of appetite,crackling sound,blackleg
goat,6,104.3,painless lumps,depression,loss of appetite,pneumonia
goat,3,100.6,depression,crackling sound,loss of appetite,blackleg
goat,6,100.3,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,6,102.4,painless lumps,loss of appetite,depression,lumpy virus
goat,8,102.5,depression,lameness,swelling in limb,blackleg
goat,7,100.1,loss of appetite,lameness,sores on hooves,foot and mouth
goat,3,102.1,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,4,101.2,chills,swelling in neck,fatigue,anthrax
goat,3,100.1,depression,loss of appetite,painless lumps,lumpy virus
goat,6,101.6,depression,loss of appetite,crackling sound,blackleg
goat,3,101.8,loss of appetite,painless lumps,depression,pneumonia
goat,4,103.6,chills,fatigue,swelling in extremities,anthrax
goat,7,101.3,fatigue,swelling in neck,sweats,anthrax
goat,10,104.5,painless lumps,depression,loss of appetite,lumpy virus
goat,8,103.9,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,1,102.6,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
goat,2,102.1,sores on gums,lameness,loss of appetite,foot and mouth
goat,3,104.3,fatigue,swelling in abdomen,sweats,anthrax
goat,9,104.5,loss of appetite,depression,difficulty walking,blackleg
goat,10,102.1,sores on mouth,loss of appetite,lameness,foot and mouth
goat,2,101.7,depression,painless lumps,loss of appetite,lumpy virus
goat,9,104.4,swelling in limb,difficulty walking,depression,blackleg
goat,9,103.8,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,10,100.1,lameness,loss of appetite,depression,blackleg
goat,1,102.1,painless lumps,depression,loss of appetite,pneumonia
goat,10,101.1,swelling in muscle,crackling sound,difficulty walking,blackleg
goat,2,101.4,crackling sound,swelling in muscle,lameness,blackleg
goat,7,102.8,swelling in muscle,loss of appetite,depression,blackleg
goat,4,103.9,depression,painless lumps,loss of appetite,pneumonia
goat,6,105.0,crackling sound,lameness,depression,blackleg
goat,2,102.2,chest discomfort,chills,swelling in extremities,anthrax
goat,9,102.9,loss of appetite,depression,painless lumps,lumpy virus
goat,2,104.0,swelling in neck,chest discomfort,shortness of breath,anthrax
goat,6,101.6,swelling in neck,shortness of breath,chest discomfort,anthrax
goat,8,104.3,depression,loss of appetite,painless lumps,lumpy virus
goat,2,102.2,sweats,chills,shortness of breath,anthrax
goat,1,101.8,loss of appetite,painless lumps,depression,lumpy virus
goat,5,101.0,painless lumps,loss of appetite,depression,pneumonia
goat,3,102.0,swelling in muscle,loss of appetite,depression,blackleg
goat,9,102.2,sweats,chest discomfort,shortness of breath,anthrax
goat,10,102.1,loss of appetite,painless lumps,depression,lumpy virus
goat,8,102.5,depression,loss of appetite,painless lumps,pneumonia
goat,4,101.0,depression,loss of appetite,painless lumps,lumpy virus
goat,2,100.6,fatigue,swelling in neck,sweats,anthrax
goat,7,104.1,loss of appetite,lameness,depression,blackleg
goat,2,100.8,loss of appetite,depression,swelling in muscle,blackleg
goat,1,101.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,9,101.2,loss of appetite,painless lumps,depression,lumpy virus
goat,2,103.1,depression,painless lumps,loss of appetite,pneumonia
goat,4,104.7,painless lumps,depression,loss of appetite,lumpy virus
goat,5,100.7,loss of appetite,painless lumps,depression,pneumonia
goat,1,104.7,loss of appetite,difficulty walking,depression,blackleg
goat,10,101.2,depression,loss of appetite,painless lumps,pneumonia
goat,4,102.9,shortness of breath,fatigue,swelling in neck,anthrax
goat,4,100.8,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,6,104.5,swelling in extremities,chest discomfort,shortness of breath,anthrax
goat,3,103.6,loss of appetite,sores on gums,difficulty walking,foot and mouth
goat,2,104.6,depression,loss of appetite,painless lumps,pneumonia
goat,3,103.0,crackling sound,swelling in muscle,depression,blackleg
goat,6,104.2,crackling sound,loss of appetite,swelling in muscle,blackleg
goat,4,102.1,blisters on gums,difficulty walking,loss of appetite,foot and mouth
goat,6,101.4,depression,swelling in limb,loss of appetite,blackleg
goat,3,102.5,loss of appetite,painless lumps,depression,lumpy virus
goat,7,104.3,loss of appetite,crackling sound,lameness,blackleg
goat,9,101.3,painless lumps,loss of appetite,depression,pneumonia
goat,2,100.2,swelling in extremities,shortness of breath,fatigue,anthrax
goat,2,101.2,difficulty walking,swelling in limb,crackling sound,blackleg
goat,4,100.6,loss of appetite,painless lumps,depression,pneumonia
goat,2,100.1,lameness,loss of appetite,blisters on hooves,foot and mouth
goat,9,103.0,blisters on tongue,loss of appetite,lameness,foot and mouth
goat,7,100.0,swelling in limb,loss of appetite,depression,blackleg
goat,5,101.1,swelling in limb,crackling sound,loss of appetite,blackleg
goat,6,102.1,lameness,loss of appetite,blisters on gums,foot and mouth
goat,4,100.0,swelling in muscle,difficulty walking,loss of appetite,blackleg
goat,9,100.9,lameness,loss of appetite,sores on gums,foot and mouth
goat,1,101.5,loss of appetite,depression,painless lumps,lumpy virus
goat,5,102.8,lameness,loss of appetite,sores on gums,foot and mouth
goat,6,102.0,loss of appetite,painless lumps,depression,lumpy virus
goat,8,101.5,shortness of breath,chills,fatigue,anthrax
goat,8,102.1,lameness,depression,swelling in muscle,blackleg
goat,7,100.2,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.5,sores on mouth,difficulty walking,loss of appetite,foot and mouth
goat,7,101.2,sweats,chest discomfort,fatigue,anthrax
goat,5,103.6,painless lumps,loss of appetite,depression,pneumonia
goat,4,104.1,depression,crackling sound,lameness,blackleg
goat,1,103.9,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
goat,2,100.4,depression,painless lumps,loss of appetite,lumpy virus
goat,1,101.7,depression,painless lumps,loss of appetite,pneumonia
goat,5,102.8,difficulty walking,swelling in muscle,crackling sound,blackleg
goat,2,101.2,blisters on tongue,lameness,loss of appetite,foot and mouth
goat,10,104.4,difficulty walking,crackling sound,loss of appetite,blackleg
goat,7,101.3,depression,crackling sound,difficulty walking,blackleg
goat,6,101.5,chest discomfort,shortness of breath,sweats,anthrax
goat,8,101.1,lameness,loss of appetite,sores on gums,foot and mouth
goat,1,101.2,painless lumps,depression,loss of appetite,lumpy virus
goat,1,102.6,loss of appetite,painless lumps,depression,lumpy virus
goat,2,102.1,loss of appetite,lameness,blisters on gums,foot and mouth
goat,8,100.4,painless lumps,depression,loss of appetite,lumpy virus
goat,2,100.6,lameness,loss of appetite,crackling sound,blackleg
goat,5,101.4,loss of appetite,painless lumps,depression,pneumonia
goat,4,100.3,swelling in abdomen,chills,shortness of breath,anthrax
goat,4,102.7,painless lumps,loss of appetite,depression,pneumonia
goat,9,102.9,depression,swelling in muscle,lameness,blackleg
goat,5,104.5,loss of appetite,painless lumps,depression,lumpy virus
goat,1,104.7,depression,loss of appetite,painless lumps,lumpy virus
goat,1,104.0,swelling in extremities,chest discomfort,fatigue,anthrax
goat,4,100.8,depression,loss of appetite,painless lumps,lumpy virus
goat,4,104.7,painless lumps,loss of appetite,depression,lumpy virus
goat,3,102.7,painless lumps,depression,loss of appetite,pneumonia
goat,2,101.5,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,2,104.9,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
goat,8,100.2,chest discomfort,sweats,chills,anthrax
goat,7,101.9,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,8,102.9,sweats,shortness of breath,chest discomfort,anthrax
goat,7,103.1,painless lumps,loss of appetite,depression,pneumonia
goat,9,100.2,depression,difficulty walking,loss of appetite,blackleg
goat,6,102.2,sweats,swelling in extremities,chest discomfort,anthrax
goat,6,101.2,crackling sound,difficulty walking,loss of appetite,blackleg
goat,4,100.8,depression,painless lumps,loss of appetite,lumpy virus
goat,7,104.0,loss of appetite,difficulty walking,sores on hooves,foot and mouth
goat,4,102.9,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,3,101.0,fatigue,sweats,chest discomfort,anthrax
goat,7,104.1,swelling in muscle,depression,lameness,blackleg
goat,10,100.3,swelling in limb,depression,loss of appetite,blackleg
goat,7,104.9,depression,loss of appetite,swelling in muscle,blackleg
goat,9,102.3,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
goat,5,102.1,depression,loss of appetite,painless lumps,pneumonia
goat,7,103.0,loss of appetite,swelling in muscle,lameness,blackleg
goat,10,101.3,painless lumps,depression,loss of appetite,lumpy virus
goat,4,104.4,depression,loss of appetite,painless lumps,lumpy virus
goat,6,102.3,loss of appetite,depression,painless lumps,pneumonia
goat,7,104.4,chills,chest discomfort,swelling in neck,anthrax
goat,1,104.0,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,10,100.8,blisters on gums,difficulty walking,loss of appetite,foot and mouth
goat,6,102.9,chest discomfort,chills,sweats,anthrax
goat,5,102.7,loss of appetite,depression,painless lumps,pneumonia
goat,9,101.8,depression,loss of appetite,painless lumps,lumpy virus
goat,5,101.7,swelling in abdomen,shortness of breath,sweats,anthrax
goat,1,101.4,painless lumps,depression,loss of appetite,pneumonia
goat,9,104.2,difficulty walking,crackling sound,depression,blackleg
goat,10,101.1,shortness of breath,fatigue,swelling in neck,anthrax
goat,8,103.7,difficulty walking,sores on gums,loss of appetite,foot and mouth
goat,1,103.5,painless lumps,depression,loss of appetite,lumpy virus
goat,6,101.9,painless lumps,depression,loss of appetite,lumpy virus
goat,2,100.9,sweats,chills,fatigue,anthrax
goat,10,104.3,loss of appetite,painless lumps,depression,pneumonia
goat,9,100.2,shortness of breath,fatigue,sweats,anthrax
goat,2,102.5,depression,loss of appetite,lameness,blackleg
goat,2,102.2,loss of appetite,difficulty walking,sores on mouth,foot and mouth
goat,10,102.3,depression,painless lumps,loss of appetite,pneumonia
goat,3,101.1,painless lumps,depression,loss of appetite,pneumonia
goat,5,102.6,loss of appetite,lameness,sores on mouth,foot and mouth
goat,1,103.7,painless lumps,depression,loss of appetite,lumpy virus
goat,2,102.5,loss of appetite,crackling sound,depression,blackleg
goat,6,102.2,loss of appetite,swelling in limb,depression,blackleg
goat,6,102.9,loss of appetite,painless lumps,depression,pneumonia
goat,5,100.1,painless lumps,depression,loss of appetite,pneumonia
goat,6,103.9,chills,chest discomfort,swelling in extremities,anthrax
goat,5,100.0,shortness of breath,chest discomfort,sweats,anthrax
goat,4,101.8,lameness,sores on mouth,loss of appetite,foot and mouth
goat,5,100.2,swelling in neck,chills,fatigue,anthrax
goat,9,100.6,swelling in muscle,lameness,depression,blackleg
goat,4,101.6,depression,difficulty walking,crackling sound,blackleg
goat,8,102.9,depression,crackling sound,loss of appetite,blackleg
goat,4,103.7,chills,shortness of breath,fatigue,anthrax
goat,3,102.3,blisters on gums,loss of appetite,lameness,foot and mouth
goat,8,104.3,depression,painless lumps,loss of appetite,pneumonia
goat,8,102.1,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,2,102.6,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,4,100.4,shortness of breath,sweats,fatigue,anthrax
goat,2,102.5,painless lumps,loss of appetite,depression,pneumonia
goat,6,101.8,depression,painless lumps,loss of appetite,pneumonia
goat,3,102.9,difficulty walking,loss of appetite,blisters on gums,foot and mouth
goat,9,104.1,painless lumps,depression,loss of appetite,pneumonia
goat,5,100.6,shortness of breath,sweats,chills,anthrax
goat,1,102.4,loss of appetite,lameness,sores on hooves,foot and mouth
goat,10,101.2,swelling in neck,chest discomfort,sweats,anthrax
goat,10,100.0,depression,painless lumps,loss of appetite,lumpy virus
goat,3,102.8,swelling in muscle,depression,crackling sound,blackleg
goat,3,100.7,fatigue,shortness of breath,sweats,anthrax
goat,3,101.1,swelling in limb,crackling sound,lameness,blackleg
goat,5,100.7,swelling in limb,loss of appetite,depression,blackleg
goat,8,100.9,painless lumps,depression,loss of appetite,lumpy virus
goat,8,100.4,depression,loss of appetite,painless lumps,pneumonia
goat,1,102.9,depression,painless lumps,loss of appetite,pneumonia
goat,8,101.1,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,7,101.5,painless lumps,depression,loss of appetite,pneumonia
goat,6,101.9,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.5,swelling in extremities,sweats,chest discomfort,anthrax
goat,1,102.0,chills,fatigue,shortness of breath,anthrax
goat,7,101.4,sores on hooves,loss of appetite,lameness,foot and mouth
goat,1,103.5,loss of appetite,painless lumps,depression,pneumonia
goat,6,101.6,painless lumps,depression,loss of appetite,pneumonia
goat,9,102.8,painless lumps,loss of appetite,depression,pneumonia
goat,8,103.8,fatigue,shortness of breath,sweats,anthrax
goat,4,102.1,loss of appetite,painless lumps,depression,lumpy virus
goat,2,104.1,crackling sound,swelling in limb,loss of appetite,blackleg
goat,1,100.9,swelling in extremities,shortness of breath,chest discomfort,anthrax
goat,3,102.7,loss of appetite,depression,painless lumps,pneumonia
goat,5,103.2,depression,loss of appetite,painless lumps,lumpy virus
goat,6,102.0,loss of appetite,sores on gums,lameness,foot and mouth
goat,6,101.8,loss of appetite,depression,painless lumps,pneumonia
goat,2,100.3,lameness,swelling in muscle,depression,blackleg
goat,6,103.8,difficulty walking,loss of appetite,sores on gums,foot and mouth
goat,4,100.9,loss of appetite,blisters on hooves,difficulty walking,foot and mouth
goat,7,100.9,chills,sweats,fatigue,anthrax
goat,6,104.1,painless lumps,depression,loss of appetite,pneumonia
goat,6,102.5,sores on gums,loss of appetite,lameness,foot and mouth
goat,10,102.2,depression,loss of appetite,painless lumps,lumpy virus
goat,8,103.9,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.3,crackling sound,depression,loss of appetite,blackleg
goat,9,100.7,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
goat,8,101.5,swelling in extremities,chest discomfort,sweats,anthrax
goat,1,102.9,swelling in neck,sweats,fatigue,anthrax
goat,9,102.8,crackling sound,depression,loss of appetite,blackleg
goat,1,102.8,loss of appetite,depression,painless lumps,pneumonia
goat,9,102.8,lameness,sores on hooves,loss of appetite,foot and mouth
goat,1,100.0,blisters on gums,difficulty walking,loss of appetite,foot and mouth
goat,6,101.6,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
goat,3,101.4,depression,loss of appetite,painless lumps,pneumonia
goat,1,100.3,painless lumps,depression,loss of appetite,lumpy virus
goat,5,100.5,depression,loss of appetite,lameness,blackleg
goat,10,103.9,swelling in limb,loss of appetite,depression,blackleg
goat,6,104.6,loss of appetite,depression,painless lumps,lumpy virus
goat,2,100.4,painless lumps,depression,loss of appetite,pneumonia
goat,10,100.9,depression,crackling sound,swelling in limb,blackleg
goat,4,100.3,loss of appetite,depression,painless lumps,pneumonia
goat,9,100.1,loss of appetite,painless lumps,depression,lumpy virus
goat,7,104.3,chest discomfort,shortness of breath,chills,anthrax
goat,7,100.8,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.5,shortness of breath,fatigue,chills,anthrax
goat,7,103.5,sweats,swelling in abdomen,fatigue,anthrax
goat,10,100.5,depression,painless lumps,loss of appetite,pneumonia
goat,3,103.6,swelling in extremities,chills,fatigue,anthrax
goat,6,101.1,depression,painless lumps,loss of appetite,pneumonia
goat,4,101.9,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,5,103.5,loss of appetite,painless lumps,depression,pneumonia
goat,5,103.4,depression,crackling sound,loss of appetite,blackleg
goat,10,101.8,loss of appetite,painless lumps,depression,lumpy virus
goat,9,100.4,depression,painless lumps,loss of appetite,lumpy virus
goat,4,102.4,chest discomfort,swelling in extremities,shortness of breath,anthrax
goat,8,100.5,loss of appetite,depression,painless lumps,pneumonia
goat,9,100.9,depression,loss of appetite,painless lumps,pneumonia
goat,8,101.2,swelling in neck,chills,sweats,anthrax
goat,3,104.9,loss of appetite,depression,painless lumps,lumpy virus
goat,8,103.6,swelling in abdomen,fatigue,shortness of breath,anthrax
goat,3,101.6,difficulty walking,sores on tongue,loss of appetite,foot and mouth
goat,10,102.1,depression,loss of appetite,painless lumps,lumpy virus
goat,5,100.8,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,9,102.4,fatigue,shortness of breath,chills,anthrax
goat,7,100.3,fatigue,chills,sweats,anthrax
goat,9,104.5,loss of appetite,crackling sound,difficulty walking,blackleg
goat,3,100.8,loss of appetite,painless lumps,depression,pneumonia
goat,4,101.8,sores on mouth,lameness,loss of appetite,foot and mouth
goat,5,101.6,shortness of breath,chills,fatigue,anthrax
goat,7,101.7,swelling in abdomen,fatigue,sweats,anthrax
goat,3,101.2,loss of appetite,painless lumps,depression,lumpy virus
goat,4,100.5,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.2,lameness,swelling in limb,loss of appetite,blackleg
goat,6,102.7,sores on tongue,lameness,loss of appetite,foot and mouth
goat,10,103.8,chills,fatigue,swelling in abdomen,anthrax
goat,10,102.3,crackling sound,depression,swelling in muscle,blackleg
goat,4,102.1,sores on tongue,difficulty walking,loss of appetite,foot and mouth
goat,6,100.4,lameness,crackling sound,depression,blackleg
